Response ID,Status,What is your gender?,What is your current age?,Where do you live?,"In your opinion, which sport is Australia’s national sport?","Other (please specify):In your opinion, which sport is Australia’s national sport?",Which of the following best describes your current relationship status?*,Which best describes your current work status?,What is the highest level of education you have achieved so far?
1015,Complete,Male,35-44 years,QLD,Volleyball,,Married,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
1016,Complete,Male,35-44 years,QLD,Volleyball,,Married,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
1017,Complete,Female,55-64 years,NT,Rugby League (NRL),,Widowed,Retired,Undergraduate or Bachelor Degree
1018,Complete,Male,18-24 years,WA,Cricket,,Single,Not currently employed,Undergraduate or Bachelor Degree
1019,Complete,Male,18-24 years,NSW,Soccer,,In a relationship,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1020,Complete,Male,25-34 years,QLD,Rugby League (NRL),,Single,"An employee on wages, salary or commission",TAFE qualification
1021,Complete,Male,18-24 years,WA,Soccer,,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1023,Complete,Male,18-24 years,WA,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1024,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,In a relationship,Self-employed,Year/Grade 12 or equivalent
1025,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1026,Complete,Male,18-24 years,NSW,Soccer,,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1028,Complete,Male,25-34 years,QLD,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1029,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1030,Complete,Male,18-24 years,QLD,Tennis,,Engaged,Self-employed,TAFE qualification
1031,Complete,Male,18-24 years,NSW,Rugby League (NRL),,In a relationship,"An employee on wages, salary or commission",Post Graduate Degree - Master's
1033,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1035,Complete,Male,18-24 years,QLD,Cricket,,Engaged,Not currently employed,Year/Grade 12 or equivalent
1036,Complete,Male,18-24 years,WA,Australian Rules Football (AFL),,Single,Not currently employed,Year/Grade 12 or equivalent
1037,Complete,Male,18-24 years,QLD,Soccer,,Engaged,"An employee on wages, salary or commission",TAFE qualification
1038,Complete,Male,18-24 years,NSW,Pickleball,,Single,Not currently employed,Year/Grade 12 or equivalent
1039,Complete,Male,25-34 years,QLD,Australian Rules Football (AFL),,Single,Not currently employed,Undergraduate or Bachelor Degree
1040,Complete,Male,25-34 years,QLD,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
1041,Complete,Male,18-24 years,VIC,Cricket,,Single,"An employee on wages, salary or commission",Post Graduate Degree - Doctorate
1042,Complete,Male,18-24 years,NSW,Swimming,,Single,"An employee on wages, salary or commission",Year/Grade 10 (or equivalent) or lower
1043,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1045,Complete,Female,35-44 years,NT,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1046,Complete,Male,18-24 years,NSW,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1047,Complete,Male,45-54 years,WA,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Diploma and advanced Diploma
1048,Complete,Female,25-34 years,WA,Australian Rules Football (AFL),,Engaged,Homemaker,Year/Grade 10 (or equivalent) or lower
1049,Complete,Male,65+ years,NSW,Cricket,,Single,Retired,Year/Grade 12 or equivalent
1051,Complete,Male,65+ years,VIC,Australian Rules Football (AFL),,Married,Retired,Post Graduate Degree - Master's
1052,Complete,Female,25-34 years,QLD,Australian Rules Football (AFL),,Engaged,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1053,Complete,Male,65+ years,QLD,Golf,,De facto / Lives with partner,Retired,TAFE qualification
1058,Complete,Male,18-24 years,NSW,Soccer,,Single,Self-employed,Post Graduate Degree - Master's
1062,Complete,Male,65+ years,VIC,Australian Rules Football (AFL),,Married,Retired,Year/Grade 10 (or equivalent) or lower
1063,Complete,Male,65+ years,NSW,Cricket,,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1068,Complete,Male,65+ years,QLD,Cricket,,Married,Retired,Post Graduate Degree - Master's
1069,Complete,Male,25-34 years,NSW,Rugby League (NRL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1070,Complete,Male,65+ years,QLD,Australian Rules Football (AFL),,Widowed,Retired,Year/Grade 10 (or equivalent) or lower
1071,Complete,Male,65+ years,QLD,Rugby League (NRL),,Married,Retired,TAFE qualification
1082,Complete,Male,25-34 years,VIC,Golf,,Married,"An employee on wages, salary or commission",Diploma and advanced Diploma
1087,Complete,Male,25-34 years,VIC,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1088,Complete,Male,25-34 years,QLD,Swimming,,Single,"An employee on wages, salary or commission",Diploma and advanced Diploma
1092,Complete,Male,18-24 years,NSW,Soccer,,Single,Not currently employed,Year/Grade 12 or equivalent
1093,Complete,Male,25-34 years,WA,Australian Rules Football (AFL),,Single,Not currently employed,Post Graduate Degree - Master's
1094,Complete,Male,18-24 years,WA,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1095,Complete,Male,18-24 years,QLD,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1096,Complete,Male,18-24 years,QLD,Rugby League (NRL),,In a relationship,"An employee on wages, salary or commission",Diploma and advanced Diploma
1097,Complete,Male,18-24 years,NSW,Swimming,,In a relationship,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1099,Complete,Male,18-24 years,NSW,Cricket,,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1100,Complete,Male,18-24 years,QLD,Cricket,,In a relationship,"An employee on wages, salary or commission",TAFE qualification
1101,Complete,Male,18-24 years,NSW,Cricket,,Single,Not currently employed,Year/Grade 10 (or equivalent) or lower
1102,Complete,Male,18-24 years,NSW,Rugby League (NRL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1103,Complete,Male,18-24 years,VIC,Basketball,,In a relationship,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1104,Complete,Male,18-24 years,QLD,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Post Graduate Degree - Master's
